Age_Estimate	Age_Std.Rrror	Age_Z_value	Age_Pvalue	Gender_Estimate	Gender_Std.Rrror	Gender_Z_value	Gender_Pvalue	Metabolite_Estimate	Metabolite_Std.Rrror	Metabolite_Z_value	Metabolite_Pvalue	BMI_Estimate	BMI_Std.Rrror	BMI_Z_value	BMI_Pvalue	Smoking_Estimate	Smoking_Std.Rrror	Smoking_Z_value	Smoking_Pvalue	DM_status_Estimate	DM_status_Std.Rrror	DM_status_Z_value	DM_status_Pvalue	Fasting_status_Estimate	Fasting_status_Std.Rrror	Fasting_status_Z_value	Fasting_status_Pvalue	N	Ndf	Ncases	Ncontrols
IDL.FC	0.0370935945894688	0.0208671388091939	1.77760808171389	0.0754682455370176	0.652247974386006	0.371591114629807	1.7552840977799	0.0792107251639267	-0.208244121128367	0.186345592161814	-1.11751567993912	0.263773899106151	-0.00473633010564726	0.0428798796972814	-0.110455769444417	0.912047926034638	0.64712421773497	0.273562398630925	2.36554519544199	0.0180035457153459	2.0199060556283	0.868466484886955	2.3258307496935	0.0200275815291725	-0.281360079989197	0.198811757076867	-1.41520845711562	0.15700738563804	155	147	81	74
S.HDL.FC_.	0.0389858671656575	0.0210040233159546	1.8561142586451	0.0634372737913068	0.532631336089773	0.366480867039961	1.45336737601555	0.146121779469602	0.213648396154936	0.191825165880057	1.1137662525913	0.265379478250237	-0.00497587567103328	0.0430881955435169	-0.115481180129901	0.908063736751524	0.660725612821981	0.274226387691183	2.40941660787965	0.0159780471256961	2.08254502110628	0.86152450297142	2.41727892117233	0.0156370297228142	-0.245242955671648	0.199630693937241	-1.2284832098452	0.219265628479999	154	146	80	74
XS.VLDL.TG	0.0347329084944379	0.0208361794595327	1.6669518786731	0.0955239738823238	0.542294530899331	0.362690713457715	1.49519827990456	0.134862702326216	0.204834732109385	0.185139389701276	1.10638115659714	0.268561577991165	-0.00116268736277475	0.0427658902068842	-0.0271872596864027	0.978310377248845	0.666825336861871	0.274597290876227	2.42837551213292	0.0151666308538708	2.00978443134043	0.859715397349375	2.33773227458399	0.0194011408161237	-0.217310421794825	0.202804506920922	-1.07152659028213	0.283932721264802	155	147	81	74
XL.HDL.PL_.	0.035856155088371	0.0210100102474124	1.70662244644965	0.0878922503236551	0.710329679871006	0.379813564056513	1.87020619349264	0.0614551899846575	-0.231365069674219	0.211543369551441	-1.09370040840707	0.274086395109708	-0.00722067657577339	0.0433541343285647	-0.16655104957351	0.86772331236715	0.676056379986348	0.276309658832018	2.44673451823613	0.0144156979178112	2.00619740076074	0.877036999649305	2.28747179601652	0.0221682998367487	-0.269219671336856	0.204557565927409	-1.31610713158561	0.188138087674664	151	143	78	73
M.HDL.FC	0.0321001729282364	0.020918554890443	1.53453109434926	0.124899049680161	0.713082130834155	0.390296765704648	1.82702546752276	0.0676959403135723	-0.204339249829639	0.18696072731017	-1.09295279692958	0.274414525332326	0.00325507707512165	0.0426235769726411	0.0763679941083075	0.939126332224687	0.654884760311072	0.274200549000413	2.38834226517207	0.0169245717137156	1.98248161924539	0.865674648176355	2.29010012413061	0.0220155131862889	-0.21925803345574	0.202561066552995	-1.08242929989893	0.279061814863487	155	147	81	74
Ace	0.0324449874156943	0.0207736928832957	1.56183051313826	0.11832792151468	0.629457286797858	0.365707973796513	1.72120197507123	0.0852141795639606	-0.221943833128732	0.204852303471242	-1.08343342675612	0.278616085424087	-0.00361630108680364	0.0430066160987874	-0.0840870874029452	0.932987191042524	0.650511030256661	0.277286098777367	2.3459922193177	0.018976503606905	1.8325676237403	0.854239983432322	2.14526088603002	0.0319319939442933	-0.31206564567226	0.20110790883499	-1.55173233852434	0.120726281509278	153	145	79	74
IDL.C_.	0.0350181913368664	0.0208124162978861	1.68256250671015	0.0924598149781339	0.565627883009519	0.364200520843452	1.55306719962833	0.120407081225698	-0.219891789958994	0.203230248778401	-1.08198356928038	0.279259828923929	-0.00737180271904639	0.0430258992683221	-0.17133407655407	0.86396108738807	0.633528284547243	0.274060155005773	2.31163951773251	0.0207975569910367	1.93707902509892	0.880590840753638	2.19974923136959	0.0278246917656342	-0.28198967072622	0.202973737172551	-1.38929141599485	0.164744153089229	154	146	80	74
IDL.L	0.0369654167684027	0.020871137325021	1.77112613427575	0.0765397289838629	0.639710445990485	0.369647539156033	1.73059571139321	0.0835238971353091	-0.204234495636179	0.188926262350968	-1.08102755590842	0.279684856228631	-0.00263824048416154	0.042713173527922	-0.0617664356509801	0.950748832901148	0.636849236208665	0.273468978893775	2.32878053951428	0.0198706948640585	2.03421444554811	0.869067786905687	2.3406855900055	0.0192483691011716	-0.304396571980766	0.201650486512176	-1.50952560167707	0.131164517815882	155	147	81	74
L.HDL.FC_.	0.0359506502365994	0.021618427259171	1.66296325840948	0.0963197903738627	0.716568011756809	0.38971104200008	1.83871621414479	0.0659569373044625	-0.214374033400639	0.199534581553152	-1.07437032584517	0.28265673677637	-0.0113071577634688	0.044565254327819	-0.253721378549624	0.799710816694175	0.781142459717698	0.292303467814203	2.67236808909232	0.00753179802438583	1.83624001971006	0.881476643537796	2.08314086728417	0.0372383852242569	-0.214809008748314	0.209622352128944	-1.02474286051412	0.305484533743682	144	136	74	70
L.HDL.PL	0.0346608199267822	0.0208911267811033	1.65911682457138	0.097092253631128	0.702789793966855	0.388550216222693	1.80874894575804	0.0704900151575453	-0.193990511601171	0.184376709870315	-1.05214216989563	0.292734327120643	-0.000566382024353744	0.0427271226050922	-0.0132557960803624	0.989423714704555	0.647008175725524	0.27337815218473	2.36671500833146	0.0179467465192996	1.99902038586989	0.868856426667983	2.30074880557197	0.0214058336704198	-0.228902848627912	0.200905321644725	-1.13935682118315	0.254554357683727	155	147	81	74
